candidate_id,file_path,language,topic,location,claim_type,current_text,suggested_source,status
C00898,src/content/kata-theory/kata-techniques.fr.md,fr,Début et Fin du Kata,line 19,technique,"On vous demande de vous préparer avec ""yoi"". Vous rentrez vos mains et placez votre main gauche sur le dos de la droite, les bras toujours détendus vers le bas. Vous dites le nom du kata que vous allez exécuter. Avec ""hajime"", l'enseignant indique que vous pouvez commencer le kata.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00899,src/content/kata-theory/kata-techniques.fr.md,fr,Début et Fin du Kata,line 21,grading,"Il existe quelques différences entre les pays et les dojos dans la manière dont le début du kata est exécuté. Il y a aussi parfois une différence entre le début des heishugata et des kaishugata, mais l'essence est la même partout.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00900,src/content/kata-theory/kata-techniques.it.md,it,Le Tecniche del Kata,line 1,technique,Le Tecniche del Kata,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00901,src/content/kata-theory/kata-techniques.it.md,it,Spiegazione dei Termini Utilizzati,line 3,general,Spiegazione dei Termini Utilizzati,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00902,src/content/kata-theory/kata-techniques.it.md,it,Spiegazione dei Termini Utilizzati,line 5,general,"Nelle arti marziali, vengono generalmente utilizzati nomi giapponesi per le varie tecniche, e ci si aspetta che i karateka imparino alla fine le più importanti. Non è così facile. Pertanto, in questa introduzione e con Gekisai dai ichi e Ni, viene utilizzato il termine olandese con l'aggiunta del giapponese tra parentesi. Da Saifa in poi, viene utilizzato il termine giapponese con l'aggiunta dell'olandese tra parentesi (a volte no se si tratta di un termine nuovo).","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00903,src/content/kata-theory/kata-techniques.it.md,it,Spiegazione dei Termini Utilizzati,line 7,technique,"Si presume che le cinque posizioni più importanti siano note. Queste sono: sanchin dachi (lunga due piedi), zenkutsu dachi (posizione avanzata), shiko dachi (posizione a 'gambe larghe'), nekoashi dachi (posizione del gatto) e musubi dachi (posizione di attenzione). Anche il termine per ritrarre l'altro braccio di lato non viene tradotto e viene sempre chiamato 'hikite'. Occasionalmente, si fa riferimento a punti vitali. Una panoramica della posizione dei punti vitali si trova nel già citato Traditional Karate Vol 1 e in 'Terminologia' (che include anche gli altri termini giapponesi utilizzati), quest'ultima scaricabile anche dal sito web di Kenkon o IOGKF-Nl.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00904,src/content/kata-theory/kata-techniques.it.md,it,Altezza delle Tecniche,line 9,general,Altezza delle Tecniche,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00905,src/content/kata-theory/kata-techniques.it.md,it,Altezza delle Tecniche,line 11,technique,"Infine, qualcosa sull'altezza dell'esecuzione delle tecniche. Le tecniche nel kata vengono sempre eseguite verso i punti vitali di una persona che ha esattamente la tua stessa altezza. Quindi un pugno a media altezza è sempre diretto verso ganka o suigetsu alla tua stessa altezza. Se tu stesso sei in una posizione bassa e la tecnica viene quindi eseguita più in basso, anche l'avversario virtuale pertinente è in una posizione più bassa.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00906,src/content/kata-theory/kata-techniques.it.md,it,Inizio e Fine del Kata,line 13,technique,Inizio e Fine del Kata,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00907,src/content/kata-theory/kata-techniques.it.md,it,Inizio e Fine del Kata,line 15,technique,"Il karate inizia e finisce con un inchino, e così anche i kata. Ti trovi in musubi dachi e rilassi il corpo; le braccia giacciono rilassate lungo il corpo. Ti radi, ti centri e sei presente; la respirazione va al tanden. Mantieni l'attenzione nelle mani (premi il pollice contro la base dell'indice), nei piedi e nel tanden, e controlla la respirazione profonda.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00908,src/content/kata-theory/kata-techniques.it.md,it,Inizio e Fine del Kata,line 17,technique,"Ti viene chiesto di inchinarti (""rei""). In musubi dachi, ti inchini dal tanden e guardi il terreno a pochi metri davanti a te (se ti inchini a un partner, come nell'allenamento di kumite, ti inchini al tuo partner e continui a guardarlo). Dici: ""onegai shimasu"", che significa qualcosa come ""per favore aiutami""; un'espressione di gratitudine verso altre persone, comprese quelle che ti hanno permesso di essere qui ora e di poter eseguire il kata.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00909,src/content/kata-theory/kata-techniques.it.md,it,Inizio e Fine del Kata,line 19,technique,"Ti viene chiesto di prepararti con ""yoi"". Muovi le mani verso l'interno e metti la mano sinistra sul dorso della destra, con le braccia ancora rilassate verso il basso. Dici il nome del kata che stai per eseguire. Con ""hajime"", l'insegnante indica che puoi iniziare il kata.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00910,src/content/kata-theory/kata-techniques.it.md,it,Inizio e Fine del Kata,line 21,technique,"C'è qualche differenza tra paesi e dojo nel modo in cui viene eseguito l'inizio del kata. A volte c'è anche una differenza tra l'inizio di heishugata e kaishugata, ma l'essenza è la stessa ovunque.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00911,src/content/kata-theory/kata-techniques.md,base,The Techniques of the Kata,line 1,technique,The Techniques of the Kata,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00912,src/content/kata-theory/kata-techniques.md,base,Explanation of Used Terms,line 3,general,Explanation of Used Terms,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00913,src/content/kata-theory/kata-techniques.md,base,Explanation of Used Terms,line 5,general,"In martial arts, Japanese names are generally used for the various techniques, and karateka are expected to eventually learn the most important ones. That is not so easy. Therefore, in this introduction and with Gekisai dai ichi and Ni, the Dutch term is used with the Japanese added in parentheses. From Saifa onwards, the Japanese term is used with the Dutch added in parentheses (sometimes not if it concerns a new term).","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00914,src/content/kata-theory/kata-techniques.md,base,Explanation of Used Terms,line 7,technique,"The five most important stances are assumed to be known. These are: sanchin dachi (two feet long), zenkutsu dachi (forward stance), shiko dachi ('wide-legged' stance), nekoashi dachi (cat stance), and musubi dachi (attention stance). The term for retracting the other arm to the side is also not translated and always called 'hikite'. Occasionally, reference is made to vital points. An overview of the locations of the vital points can be found in the already mentioned Traditional Karate Vol 1 and in 'Terminology' (which also includes the other Japanese terms used), the latter can also be downloaded from the Kenkon or IOGKF-Nl website.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00915,src/content/kata-theory/kata-techniques.md,base,Height of Techniques,line 9,general,Height of Techniques,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00916,src/content/kata-theory/kata-techniques.md,base,Height of Techniques,line 11,technique,"Finally, something about the height of the execution of the techniques. The techniques in the kata are always performed towards vital points of a person who is exactly the same height as yourself. So a punch at middle height is always towards ganka or suigetsu at your own height. If you are in a low stance yourself and the technique is thus performed lower, the relevant virtual opponent is also in a lower stance.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00917,src/content/kata-theory/kata-techniques.md,base,Beginning and End of the Kata,line 13,technique,Beginning and End of the Kata,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00918,src/content/kata-theory/kata-techniques.md,base,Beginning and End of the Kata,line 15,technique,"Karate begins and ends with a bow, and so do the kata. You stand in musubi dachi and relax your body; the arms lie relaxed next to the body. You ground, center, and are present; the breathing goes to the tanden. Keep your attention in your hands (press the thumb against the ball of the index finger), feet, and tanden, and check the deep breathing.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00919,src/content/kata-theory/kata-techniques.md,base,Beginning and End of the Kata,line 17,definition,"You are instructed to bow (""rei""). In musubi dachi, you bow from the tanden and look at the ground a few meters in front of you (if you bow to a partner, as in kumite training, you bow to your partner and keep looking at them). You say: ""onegai shimasu"", which means something like ""please help me""; an expression of gratitude to other people, including those who have made it possible for you to be here now and able to perform the kata.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00920,src/content/kata-theory/kata-techniques.md,base,Beginning and End of the Kata,line 19,technique,"You are instructed to get ready with ""yoi"". You move your hands inward and place your left hand on the back of the right, the arms still relaxed downward. You say the name of the kata you are about to perform. With ""hajime"", the teacher indicates that you can start the kata.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00921,src/content/kata-theory/kata-techniques.md,base,Beginning and End of the Kata,line 21,technique,"There is some difference between countries and dojos in how the beginning of the kata is performed. There is also sometimes a difference between the beginning of heishugata and kaishugata, but the essence is the same everywhere.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00922,src/content/kata-theory/kata-techniques.nl.md,nl,De Technieken van de Kata,line 1,technique,De Technieken van de Kata,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00923,src/content/kata-theory/kata-techniques.nl.md,nl,Uitleg van Gebruikte Termen,line 3,general,Uitleg van Gebruikte Termen,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00924,src/content/kata-theory/kata-techniques.nl.md,nl,Uitleg van Gebruikte Termen,line 5,general,"In de krijgskunsten worden over het algemeen Japanse namen gebruikt voor de verschillende technieken, en van karateka's wordt verwacht dat ze uiteindelijk de belangrijkste leren. Dat is niet zo eenvoudig. Daarom wordt in deze inleiding en bij Gekisai dai ichi en Ni de Nederlandse term gebruikt met de Japanse tussen haakjes toegevoegd. Vanaf Saifa wordt de Japanse term gebruikt met de Nederlandse tussen haakjes toegevoegd (soms niet als het een nieuwe term betreft).","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00925,src/content/kata-theory/kata-techniques.nl.md,nl,Uitleg van Gebruikte Termen,line 7,technique,"De vijf belangrijkste standen worden als bekend verondersteld. Dit zijn: sanchin dachi (twee voeten lang), zenkutsu dachi (voorwaartse stand), shiko dachi ('breedbenige' stand), nekoashi dachi (katstand), en musubi dachi (aandachtsstand). De term voor het terugtrekken van de andere arm naar de zij wordt ook niet vertaald en altijd 'hikite' genoemd. Af en toe wordt verwezen naar vitale punten. Een overzicht van de locaties van de vitale punten is te vinden in het reeds genoemde Traditional Karate Vol 1 en in 'Terminologie' (waarin ook de andere gebruikte Japanse termen zijn opgenomen), dit laatste kan ook worden gedownload van de Kenkon of IOGKF-Nl website.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00926,src/content/kata-theory/kata-techniques.nl.md,nl,Hoogte van Technieken,line 9,general,Hoogte van Technieken,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00927,src/content/kata-theory/kata-techniques.nl.md,nl,Hoogte van Technieken,line 11,technique,"Tot slot iets over de hoogte van de uitvoering van de technieken. De technieken in de kata worden altijd uitgevoerd naar vitale punten van een persoon die precies even lang is als jijzelf. Dus een stoot op middelhoogte is altijd naar ganka of suigetsu op jouw eigen hoogte. Als je zelf in een lage stand staat en de techniek dus lager wordt uitgevoerd, staat de betreffende virtuele tegenstander ook in een lagere stand.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00928,src/content/kata-theory/kata-techniques.nl.md,nl,Begin en Einde van de Kata,line 13,technique,Begin en Einde van de Kata,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00929,src/content/kata-theory/kata-techniques.nl.md,nl,Begin en Einde van de Kata,line 15,technique,"Karate begint en eindigt met een buiging, en zo ook de kata. Je staat in musubi dachi en ontspant je lichaam; de armen liggen ontspannen naast het lichaam. Je aardt, centreert en bent aanwezig; de ademhaling gaat naar de tanden. Houd je aandacht in je handen (druk de duim tegen de bal van de wijsvinger), voeten en tanden, en controleer de diepe ademhaling.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00930,src/content/kata-theory/kata-techniques.nl.md,nl,Begin en Einde van de Kata,line 17,definition,"Je wordt geïnstrueerd om te buigen (""rei""). In musubi dachi buig je vanuit de tanden en kijk je naar de grond een paar meter voor je (als je buigt naar een partner, zoals bij kumite training, buig je naar je partner en blijf je naar hem kijken). Je zegt: ""onegai shimasu"", wat zoiets betekent als ""help me alstublieft""; een uiting van dankbaarheid aan andere mensen, inclusief degenen die het mogelijk hebben gemaakt dat je hier nu bent en de kata kunt uitvoeren.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00931,src/content/kata-theory/kata-techniques.nl.md,nl,Begin en Einde van de Kata,line 19,technique,"Je wordt geïnstrueerd om je klaar te maken met ""yoi"". Je beweegt je handen naar binnen en plaatst je linkerhand op de rug van de rechter, de armen nog steeds ontspannen naar beneden. Je zegt de naam van de kata die je gaat uitvoeren. Met ""hajime"" geeft de leraar aan dat je met de kata kunt beginnen.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00932,src/content/kata-theory/kata-techniques.nl.md,nl,Begin en Einde van de Kata,line 21,technique,"Er is enig verschil tussen landen en dojo's in hoe het begin van de kata wordt uitgevoerd. Er is ook soms een verschil tussen het begin van heishugata en kaishugata, maar de essentie is overal hetzelfde.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00933,src/content/kata-theory/okinawan-concepts.md,base,Six Okinawan Concepts,line 1,general,Six Okinawan Concepts,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00934,src/content/kata-theory/okinawan-concepts.md,base,Six Okinawan Concepts,line 3,technique,"Before discussing the transfer and processing of power, six Okinawan concepts are explained that are frequently used and relate to the execution of techniques. There are (many) more concepts, but these six are the most important. They appear frequently in all kata. It is not necessary to know them to enjoy karate training (a lot goes well on its own), but understanding these terms may provide better insight into the movement and possibilities for improvement.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00935,src/content/kata-theory/okinawan-concepts.md,base,Six Okinawan Concepts,line 5,general,"The terms are chinkuchi kakin, muchimi, chiru no chan chan, chikara nu nujisashi, te no omomi, and shimeijurasan.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00936,src/content/kata-theory/okinawan-concepts.md,base,Chinkuchi Kakin (Kime),line 7,general,Chinkuchi Kakin (Kime),"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00937,src/content/kata-theory/okinawan-concepts.md,base,Chinkuchi Kakin (Kime),line 9,safety,"Chinkuchi kakin is a (short) tension of the muscles at the moment of hitting; it is also referred to as 'kime' or 'focus'. The term refers to the short contraction of the muscles which fixes the joints at the moment of hitting and focuses the concentration on the point of contact. The stance is strengthened by fixing the muscles and joints of ankles, knees, and pelvis (briefly) and grabbing the ground with the feet. After the moment of hitting, the body is immediately relaxed and the joints released, ready for the next action.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00938,src/content/kata-theory/okinawan-concepts.md,base,Chinkuchi Kakin (Kime),line 11,technique,"Chinkuchi kakin consists of two components that (ultimately) work together. On one hand, the momentary tensing of the muscles that provides stability and prevents the weight of the opponent from rebounding. For this, the stance is grounded, and the muscles, especially in the lower body, are tensed. On the other hand, there is a focus on the connection between the point of hitting and the tanden. The power is directed outward; you 'extend' the technique (imaginatively) in the direction where the power is being thrust.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00939,src/content/kata-theory/okinawan-concepts.md,base,Chinkuchi Kakin (Kime),line 13,technique,"Chinkuchi kakin provides a stable stance when punching, blocking, and kicking (and enables faster movements). It is more or less present in all techniques, explicitly in punches and kicks, because they end with a focus (and least in continuous, non-focused movements).","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00940,src/content/kata-theory/okinawan-concepts.md,base,Chinkuchi Kakin (Kime),line 15,safety,"You develop chinkuchi kakin by focusing well and correctly tensing and relaxing the muscles during kihon and kata. It is present in all movements of the kata and can thus be trained continuously. Ensure relaxed movements with a good kime at the moment of hitting, strive for a connection between tanden and the point of contact, such as the knuckles. Stay well-grounded and move from your pelvis. Especially the Gekisai dai-kata with their simple alternation between tension and relaxation are very suitable for practicing kime. The less focus in a technique, the less chinkuchi kakin. Punches and kekomi kicks therefore have more chinkuchi kakin than strikes and striking, keage kicks.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00941,src/content/kata-theory/okinawan-concepts.md,base,Muchimi,line 19,technique,"Movements with muchimi are heavy and sticky, but flowing movements. Execution is slow, controlled, continuous, and concentrated, from overview, calmness, and alertness. The movement builds up tension that is palpable and starts from the ground and the tanden. It is used for techniques that deliver power over a longer distance, such as controlling blocks (osae uke), locks (kansetsu waza), strangulations (jime waza), liberation techniques (hazushi waza), pushing and pulling movements (oshi and hiki waza); especially techniques in the medium and short-distance fight. Because these movements require a lot of power to be delivered for a long time, they are always supported by the large muscles of the lower body and the torso.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00942,src/content/kata-theory/okinawan-concepts.md,base,Muchimi,line 21,technique,"Movements with muchimi occur in all kata. You train muchimi not only in the kata but also by moving weights, such as the chi ishi and the nigiri game (grip vases). Application of muchimi with a partner can be trained during kakie. Keep paying attention to the execution from the bottom and the pelvis.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00943,src/content/kata-theory/okinawan-concepts.md,base,Chiru No Chan Chan,line 23,general,Chiru No Chan Chan,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00944,src/content/kata-theory/okinawan-concepts.md,base,Chiru No Chan Chan,line 25,general,"Chiru no chan chan is described as explosion power, spring power, starting power, beginning power, push-off power, or initial impulse. It relates to the power input at the beginning of the movement. Execution is from legs and pelvis. The concept also includes a quick reaction to an action, like a starting shot or a click; in combat, a reaction to a shoulder movement, a pelvic insert, or - in close-range combat - a change in balance. The concept is somewhat broader and also includes the state of the muscles, which for chiru no chan chan must be steel-hard but also flexible and springy.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00945,src/content/kata-theory/okinawan-concepts.md,base,Chiru No Chan Chan,line 27,technique,"Chiru no chan chan is present in every movement, more explicitly in techniques with a powerful initial impulse such as throws, release techniques, and strikes. You get a powerful, quick push-off by moving a lot in/to/from shiko dachi. But knee bends (squats) and jumps are also suitable for this. Seiyunchin, with its many shiko dachi's and low, substantial body movements, is an important kata for the development of chiru no chan chan.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00946,src/content/kata-theory/okinawan-concepts.md,base,Chikara Nu Nujisashi,line 29,general,Chikara Nu Nujisashi,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00947,src/content/kata-theory/okinawan-concepts.md,base,Chikara Nu Nujisashi,line 31,safety,"Chikara nu nujisashi is the in and out of power. It refers to the interplay of power when following up techniques. The basis for a good execution is the relaxation of the muscles after tensing at the moment of contact of a technique (also part of chinkuchi kakin). This makes it possible to 'thrust' the power from the tanden and 'bring it back in' to the tanden, so it can be used for a next technique/action. The power then goes 'in' (during relaxation and inhalation: rest) - out (tensing, executing technique, exhaling: action) - in (relaxing: rest) - out (action) - in (rest)... and so on. Chikara no nijisashi should be present in every series of movements.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00948,src/content/kata-theory/okinawan-concepts.md,base,Chikara Nu Nujisashi,line 33,technique,"You can train chikara no nujisaschi in all series of techniques by consciously paying attention to tension and relaxation, inhalation and exhalation, and retrieving and pushing out power from the tanden. All kata are therefore suitable for developing this technique, especially the Gekisai dai-kata with their clear rhythm. Incidentally, many people count in their heads along with the movements of the kata, as is also done in class. This is initially fine, but as one becomes more practiced, this can be replaced by the rhythm of breathing.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00949,src/content/kata-theory/okinawan-concepts.md,base,Chikara Nu Nujisashi,line 35,definition,Closely related to the term chikara nu nujisashi is chikara no kyojaku (literal translation: power of hard and soft). This term refers to the correct application of tension and relaxation (and thus correct execution of power) in techniques and actions.,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00950,src/content/kata-theory/okinawan-concepts.md,base,Te No Omomi,line 39,definition,"The term te no omomi (literally: heavy hands) refers to the use of relaxed arms or legs during the execution of a technique. The impact of the technique in te no omomi comes from the weight and speed given to a body part. You only use the weight of the body part concerned (and the impulse you have given it). By keeping the body part relaxed, it has more impact to be effective. Examples are a falling, downward block (otoshi uke) with a relaxed arm, a circular kick (mawashi geri) or swing kick (furi geri) with a relaxed leg, and all strikes, which indeed only use the weight and speed of the arm.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00951,src/content/kata-theory/okinawan-concepts.md,base,Te No Omomi,line 41,grading,"Te no omomi can be well trained in kihon, on the makiwara, or with cushions and partner. Most kata include te no omomi techniques. Examples are the low sweeping block (gedan barai) in the Gekisai dai-kata and the swing strike (furi uchi) and the thumb hand strike (haito uchi) in Saifa.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00952,src/content/kata-theory/okinawan-concepts.md,base,Shimeijurasan,line 43,general,Shimeijurasan,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00953,src/content/kata-theory/okinawan-concepts.md,base,Shimeijurasan,line 45,technique,Shimeijurasan refers to the perfect execution of the kata. It is the unattainable goal that everyone should (regularly) strive for.,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00954,src/content/kata-theory/power-and-movement.md,base,Power and Movement,line 1,general,Power and Movement,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00955,src/content/kata-theory/power-transfer.de.md,de,Kraftübertragung und -verarbeitung,line 1,general,Kraftübertragung und -verarbeitung,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00956,src/content/kata-theory/power-transfer.de.md,de,Kraftübertragung und -verarbeitung,line 3,general,"Die Kraftübertragung bezieht sich hauptsächlich auf Schläge, Stöße und Tritte; die Kraftverarbeitung auf Blocks und Ausweichmanöver. Für die Kraftübertragung ist es natürlich wichtig, ob es sich um eine Arm- oder Beintechnik handelt, aber auch, ob es sich um einen Schlag (kreisförmig) oder einen Stoß (geradlinig) handelt.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00957,src/content/kata-theory/power-transfer.de.md,de,Schläge und Stöße,line 5,general,Schläge und Stöße,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00958,src/content/kata-theory/power-transfer.de.md,de,Schläge und Stöße,line 7,technique,"Ein Stoß ist im Allgemeinen geradlinig. Im Moment des Treffens gibt es immer einen Fokus. Ein Schlag hat im Allgemeinen eine kreisförmige Bahn. Bei einem 'schweren Schlag' wird die Wirkung durch die Geschwindigkeit und Masse des Arms oder Beins (te no omomi) bestimmt. Ein 'harter Schlag' ist fokussiert, und die Gelenke werden im Moment des Treffens kurz fixiert. Ein Beispiel ist der Kreisschlag (mawashi furi zuki) in Sepai und der Hammerschlag (tettsui uchi) in Saifa.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00959,src/content/kata-theory/power-transfer.de.md,de,Schläge und Stöße,line 9,general,"Bei einem 'kontinuierlichen Schlag' wird die kreisförmige Bahn der Technik sozusagen 'durch den Körper des Gegners gezogen'. Je nach Grad der Muskelspannung im Moment des Treffens ähnelt dies einem schweren oder harten Schlag. Der letzte ist der 'Peitschenschlag'. Hier schnellt der Arm oder Fuß nach dem Treffen zurück. Es gibt keinen Fokus, und diese Techniken werden ohne Spannung in den Muskeln und Gelenken des Oberkörpers ausgeführt. Solche Techniken haben weniger Wirkung und werden am Anfang von Kombinationen oder bei Angriffen auf Vitalpunkte ausgeführt. Zum Beispiel der Knöchelschlag (uraken uchi) in den Gekisai Dai's und der Uraken Uchi in Saifa und Seiyunchin auf den Vitalpunkt direkt über der Oberlippe (jinchu).","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00960,src/content/kata-theory/power-transfer.de.md,de,Schläge und Stöße,line 11,technique,"Nicht alle Bewegungen sind auf einen Moment fokussiert. Dies sind im Allgemeinen kontinuierliche Bewegungen, zum Beispiel bestimmte Blocks, die in einer mehr oder weniger kreisförmigen Bewegung ausgeführt werden. Der Karateka muss sicherstellen, dass während der Ausführung in der Kata die Aufmerksamkeit auf den imaginären (manchmal gleitenden) Kontaktpunkt dieser Bewegung gerichtet ist. Dies ist bei vielen Blocks der Fall, wie dem Tora Uchi (""Tigermund""), dem Ziehblock (Hiki Uke) in Saifa und vielen subtilen Blocks in den höheren Kata.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00961,src/content/kata-theory/power-transfer.de.md,de,Schläge und Stöße,line 13,general,"Drücken und Ziehen sind ebenfalls nicht im Moment des Kontakts fokussiert. Es gibt keinen harten Kontakt, und die Bewegung wird über eine längere Bahn ausgeführt. Die Kraft für den Stoß wird immer aus dem Boden erzeugt.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00962,src/content/kata-theory/power-transfer.de.md,de,Tritte,line 17,technique,"Bei der Klassifizierung von Tritten werden die Begriffe 'Keage' und 'Kekomi' verwendet. Keage bezeichnet einen schlagenden Tritt. Dieser ist im Moment des Treffens weniger fokussiert und wird im Allgemeinen ohne Beckenkippung/-drehung ausgeführt, möglicherweise mit einer (kleinen) Beckendehnung. Sie sind oft auf Vitalpunkte wie den Schritt (mit dem Fußballen in den Gekisai's, Saifa, Shisochin, Sanseru und Kururunfa) oder die Hoden (mit dem Spann oder Fußballen) bei Kin Geri gerichtet.","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00963,src/content/kata-theory/power-transfer.de.md,de,Tritte,line 19,technique,"Kekomi bezeichnet einen stoßenden Tritt. Dieser ist immer fokussiert, und der Einsatz des Beckens wird explizit genutzt. Fast alle Tritte in der Kata sind Keage; nur der Seitwärtstritt (Kansetsu Geri) in Sanseru ist Kekomi. Kekomi-Tritte müssen jedoch häufig trainiert werden (es wird angegeben, dass für eine gute Entwicklung der Muskeln für Tritte etwa die Hälfte auf einem Schlagpolster oder Makiwara ausgeführt werden sollte).","Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
C00964,src/content/kata-theory/power-transfer.de.md,de,Blocks und Ausweichmanöver,line 21,general,Blocks und Ausweichmanöver,"Use kata theory PDFs, Hoei Juku manual, and lineage-specific instructor notes.",candidate
